海珠-东晓南-工业大道南253号,侨诚花园,1999年,0.80元/平米/月,36561,1440户,800,136,20000,20000,20000,36651,36323,36561,,,,,,,,,,,,,,
南沙-明珠湾-珠江东路269号,南沙奥园,2008年,2.50元/平米/月,18029,暂无数据,802,27,28000,28000,28000,17588,17647,18029,,,,,,,,,,,,,,
增城-荔城中区-增滩路,碧桂园豪园,2012年,1.50元/平米/月,16695,暂无数据,1373,120,10011,11100,11692,16185,16426,16695,,,,,,,,,,,,,,
白云-罗冲围-松鹤南路36号,保利龙熙,2014年,2.80元/平米/月,21271,暂无数据,146,0,19279,14459,14944,23952,23624,21271,,,,,,,,,,,,,,
南沙-金洲-环市大道西,越秀滨海珺城,2011年,2.10元/平米/月,23817,暂无数据,946,154,12948,13524,13774,23103,23427,23817,,,,,,,,,,,,,,
南沙-金洲-环市大道中路,越秀滨海隽城,2012年,2.00元/平米/月,25436,暂无数据,578,125,14055,14821,15336,24764,25410,25436,,,,,,,,,,,,,,
黄埔-科学城-天鹿南路,天鹿花园,2010年,1.00元/平米/月,11041,暂无数据,410,12,11325,10857,10725,11248,11188,11041,,,,,,,,,,,,,,
增城-广园东-陈家林路159号,翡翠绿洲森林半岛,2007年,2.80元/平米/月,22599,暂无数据,1192,129,12501,13684,14477,21902,22121,22599,,,,,,,,,,,,,,
白云-石井-石槎路1332号,金碧新城,2008年,1.60元/平米/月,35127,暂无数据,667,272,21224,21818,22721,34569,34437,35127,,,,,,,,,,,,,,
番禺-大学城-大学城广工一路63号,大学馨园,2010年,3.50元/平米/月,26553,208户,161,4,20653,20142,22425,26971,27339,26553,,,,,,,,,,,,,,
增城-广园东-东江大道北8号,广园东东方名都,2010年,2.50元/平米/月,23971,3000户,799,104,13160,14347,14604,23588,23793,23971,,,,,,,,,,,,,,
海珠-琶洲-新港东路,江畔花园,1999年,1.50元/平米/月,18123,暂无数据,156,0,0,0,0,18486,18173,18123,,,,,,,,,,,,,,
黄埔-长岭居-永顺大道,珠江嘉园,2015年,2.80元/平米/月,19259,2288户,926,81,12509,13366,13519,18686,18926,19259,,,,,,,,,,,,,,
黄埔-科学城-科丰路81，85,87,91号,萝岗万达广场SOHO公寓,2015年,2.80元/平米/月,17315,2688户,220,126,13989,15829,16548,17311,17766,17315,,,,,,,,,,,,
花都-新区-三东大道西,保利花城,2013年,2.50元/平米/月,23006,4000户,732,375,13226,13607,13735,22504,22938,23006,,,,,,,,,,,,,,
黄埔-科学城-开达路,保利罗兰国际,2016年,2.80元/平米/月,35421,4504户,947,0,15357,17340,20917,33408,34387,35421,,,,,,,,,,,,,,
南沙-黄阁-丰泽西路,万科府前一号,2012年,2.80元/平米/月,23740,1000户,889,129,12754,13395,13807,22813,23053,23740,,,,,,,,,,,,,,
增城-广园东-东进东路8号,新都盛世名门,2012年,1.40元/平米/月,24857,暂无数据,1403,323,14251,15330,15406,24317,24495,24857,,,,,,,,,,,,,,
番禺-大石-城西路1号,富丽家园,1996年,0.80元/平米/月,19410,3600户,871,56,15810,16480,16312,18939,19015,19410,,,,,,,,,,,,,,
黄埔-长岭居-长岭路,保利越秀岭南林语,2015年,2.80元/平米/月,26907,暂无数据,620,82,25225,21344,18434,24911,25899,26907,,,,,,,,,,,,,,
番禺-大石-朝阳东路178号,滨江绿园,2004年,2.00元/平米/月,29687,暂无数据,787,171,17417,17458,17798,28102,28376,29687,,,,,,,,,,,,,,
海珠-赤岗-广州市海珠区赤岗西路238-244号,客村花园,2000年,暂无数据,22794,1200户,199,72,18256,16724,17431,21480,22267,22794,,,,,,,,,,,,,,
天河-珠江新城西-华明路,星汇园,2002年,2.30元/平米/月,78664,1500户,166,159,57339,61619,62438,78233,77449,78664,,,,,,,,,,,,,,
番禺-顺德碧桂园-三桂大道,顺德碧桂园芷兰湾,2008年,2.50元/平米/月,20907,暂无数据,856,32,0,0,0,19854,20769,20907,,,,,,,,,,,,,,
海珠-琶洲-太和里左十一巷,琶洲新村,2005年,暂无数据,35400,暂无数据,167,525,28000,28000,28000,30391,33339,35400,,,,,,,,,,,,,,
增城-新塘-汇太东路,汇美怡苑,2004年,0.50元/平米/月,9634,800户,51,0,7976,8911,9308,10482,10143,9634,,,,,,,,,,,,,,
增城-永和-新新公路,金地荔湖城,2011年,2.80元/平米/月,15581,15000户,562,40,8990,9565,9956,15156,15124,15581,,,,,,,,,,,,,,
黄埔-科学城-广汕路,雅居乐富春山居,2014年,4.30元/平米/月,37295,3000户,1249,93,25343,26471,26447,36718,37029,37295,,,,,,,,,,,,,,
番禺-大石-番禺区大石镇朝阳西路,怡居新村,1995年,0.70元/平米/月,17165,1984户,515,26,11762,11433,11489,16569,16855,17165,,,,,,,,,,,,,,
番禺-祈福-祈福大道,祈福新邨青怡居,2002年,3.40元/平米/月,28144,3260户,1208,183,15183,15385,15493,27785,28038,28144,,,,,,,,,,,,,,
花都-花都西-山前旅游大道,碧桂园假日半岛,2003年,2.00元/平米/月,15060,2486户,1042,14,7158,7208,7253,14661,14866,15060,,,,,,,,,,,,,,
越秀-五羊新城-广州大道,富力东山新天地,2015年,1.50元/平米/月,79269,561户,420,459,48418,47670,47102,63544,74946,79269,,,,,,,,,,,,,,
天河-东圃-桃园南一街,美林湖畔花园,2004年,1.60元/平米/月,43344,暂无数据,612,210,34363,35936,36033,42360,42964,43344,,,,,,,,,,,,,,
番禺-市桥西-西丽南路228号,华侨城,2001年,0.65元/平米/月,20546,321户,825,63,11238,11516,11671,19722,19991,20546,,,,,,,,,,,,,,
海珠-工业大道南-工业大道中400号,保利花园,暂无数据,1.80元/平米/月,46331,暂无数据,900,451,32231,33500,34257,46644,46416,46331,,,,,,,,,,,,,,
天河-棠下-广州环城高速路,中海康城花园,2004年,2.50元/平米/月,42260,3718户,593,218,32828,33040,33915,42548,42342,42260,,,,,,,,,,,,,,
花都-狮岭-金狮大道西67号,金狮铂顿国际公寓,暂无数据,暂无数据,9604,暂无数据,140,0,0,0,0,9490,10943,9604,,,,,,,,,,,,,,
黄埔-香雪-开源大道,万科金色梦想,2015年,3.50元/平米/月,25360,3000户,1162,240,14493,16214,16701,24749,25003,25360,,,,,,,,,,,,,,
花都-新区-兰花路,路劲隽悦豪庭,2012年,2.50元/平米/月,19685,648户,772,201,11771,12206,12384,19048,19514,19685,,,,,,,,,,,,,,
增城-新塘-江府大道2-4号,保利东江首府,2012年,3.50元/平米/月,21925,暂无数据,568,59,13696,14144,14542,21702,21833,21925,,,,,,,,,,,,,,
白云-南湖-大源中路253号,大源山庄,2000年,1.00元/平米/月,11841,暂无数据,29,2,6472,6198,6511,10842,12287,11841,,,,,,,,,,,,,,
黄埔-大沙地-中山大道东81号,金碧世纪花园,2008年,1.20元/平米/月,37583,4318户,1210,395,26319,28243,29384,37077,37246,37583,,,,,,,,,,,,,,
番禺-祈福-祈福新邨祈福大道,祈福新邨康怡居,2002年,2.70元/平米/月,28471,2155户,882,92,15588,15915,15949,28124,28278,28471,,,,,,,,,,,,,,
番禺-南村-迎宾路,华南碧桂园翠山蓝天,2001年,2.00元/平米/月,36111,暂无数据,815,204,21012,21785,22014,36624,35810,36111,,,,,,,,,,,,,,
白云-白云大道-白云大道北,新兴白云花园,1999年,1.60元/平米/月,26441,5108户,582,89,15506,15359,15578,26571,26707,26441,,,,,,,,,,,,,,
白云-白云大道-春庭街2号,春庭花园,1998年,0.60元/平米/月,22758,1000户,265,58,14149,14752,15083,22422,21986,22758,,,,,,,,,,,,,,
白云-金沙洲-浔峰山东路,御金沙,2015年,2.48元/平米/月,39183,2800户,629,183,27539,28646,29090,39822,39779,39183,,,,,,,,,,,,,,
南沙-南沙北-市南公路,锦绣新城,2004年,1.20元/平米/月,9544,暂无数据,336,0,9475,7706,7988,9459,9305,9544,,,,,,,,,,,,,,
番禺-大石-朝阳东路423-425号,锦绣银湾,2009年,2.50元/平米/月,35239,1200户,1497,442,21727,22067,22399,34045,35108,35239,,,,,,,,,,,,,,
白云-金沙洲-丽日街,城西花园,1999年,0.85元/平米/月,28702,1889户,600,160,18331,18466,18888,28072,28231,28702,,,,,,,,,,,,,,
海珠-滨江东-广州海珠区艺洲路821号,珠江帝景苑,2007年,2.80元/平米/月,61868,暂无数据,1371,620,0,0,0,61597,61637,61868,,,,,,,,,,,,,,
增城-中新-新风光路33号,景新国际名城,2014年,0.70元/平米/月,16399,1120户,170,7,10134,10380,10139,16038,16189,16399,,,,,,,,,,,,,,
花都-狮岭-宝峰南路19,宝峰豪庭,2008年,1.20元/平米/月,9010,暂无数据,111,2,5493,5191,5136,8405,8335,9010,,,,,,,,,,,,,,
越秀-东川-中山医宿舍|执信南路,中山医宿舍,1997年,0.80元/平米/月,25459,暂无数据,185,0,32590,31313,36861,31089,25581,25459,,,,,,,,,,,,,,
白云-龙归-龙河西路,家和东湖映月,2011年,2.60元/平米/月,31269,1800户,344,79,18350,19420,20076,30753,30539,31269,,,,,,,,,,,,,,
海珠-工业大道北-工业大道北榕景路122号,光大花园,2001年,1.65元/平米/月,58992,10000户,599,338,44726,44595,46249,59581,59496,58992,,,,,,,,,,,,,,
番禺-祈福-福华路24号,祈福缤纷汇,暂无数据,3.79元/平米/月,33396,暂无数据,471,998,0,0,0,31686,32389,33396,,,,,,,,,,,,,,
黄埔-香雪-荔红路163号,萝岗荔红小区,2015年,0.50元/平米/月,10353,暂无数据,287,5,5764,5407,5385,10554,10373,10353,,,,,,,,,,,,,,
从化-街口-105国道,珠光御景山水城,2016年,2.60元/平米/月,14271,6000户,464,2,7245,8370,8167,13822,13949,14271,,,,,,,,,,,,,,
番禺-石基-市莲路,东华花园,2002年,1.60元/平米/月,24991,暂无数据,486,84,15055,16603,17168,24703,24863,24991,,,,,,,,,,,,,,
海珠-东晓南-文华街64号,晓港湾,1995年,0.55元/平米/月,36010,1614户,1279,318,18000,18000,18000,35397,35414,36010,,,,,,,,,,,,,,
天河-珠江新城东-金穗路711路,誉峰,2007年,4.30元/平米/月,88736,628户,347,125,60217,63956,65099,87725,87877,88736,,,,,,,,,,,,,,
天河-天河公园-枫叶路8号,加拿大花园,1998年,1.60元/平米/月,43358,1000户,783,184,30997,31323,31890,42815,42858,43358,,,,,,,,,,,,,,
白云-同和-沙太北路320号,金湖雅苑,1999年,0.60元/平米/月,27750,620户,284,9,15854,16563,16901,27085,27525,27750,,,,,,,,,,,,,,
南沙-南沙湾-灵新公路,万顷沙花园,暂无数据,2.50元/平米/月,9263,暂无数据,199,0,0,0,0,9298,9255,9263,,,,,,,,,,,,,,
花都-新区-凤凰北路,花都万达城,2016年,0.55元/平米/月,22361,暂无数据,1145,47,0,0,0,21182,21564,22361,,,,,,,,,,,,,,
黄埔-科学城-香雪大道,新福港鼎峰,2016年,3.61元/平米/月,37970,暂无数据,466,154,24544,26139,27188,36421,36486,37970,,,,,,,,,,,,,,
番禺-大石-朝阳东路,乳芳园,2001年,0.50元/平米/月,20401,暂无数据,308,58,11066,11242,11277,19256,20232,20401,,,,,,,,,,,,,,
番禺-大学城-中七路66号,方圆大学时光,2011年,2.50元/平米/月,23791,725户,182,196,19464,19621,19480,22742,22925,23791,,,,,,,,,,,,,,
南沙-黄阁-凤凰大道,中惠璧珑湾,2015年,2.50元/平米/月,25402,1042户,514,45,14771,15241,15954,24667,25010,25402,,,,,,,,,,,,,,
增城-广园东-温涌路,尚东阳光,2016年,2.20元/平米/月,21636,800户,478,34,9798,10979,11855,20484,20869,21636,,,,,,,,,,,,,,
增城-新塘-广汕公路,现代城市花园,2006年,暂无数据,23334,暂无数据,439,85,12822,14141,14237,22665,22888,23334,,,,,,,,,,,,,,
番禺-市桥西-西丽南路116号,西城花园,1998年,1.00元/平米/月,17566,500户,474,35,10827,11201,10883,16900,16982,17566,,,,,,,,,,,,,,
海珠-昌岗-昌岗中路211-215号,信和苑,2002年,1.60元/平米/月,24938,500户,221,17,30699,30631,31646,24839,24587,24938,,,,,,,,,,,,,,
天河-珠江新城中-猎德大道108号,珠江别墅,2004年,6.00元/平米/月,318357,56户,173,3,314862,318565,321117,318626,318623,318357,,,,,,,,,,,,,,
天河-棠下-棠德南路,棠德花苑,1997年,0.54元/平米/月,33307,暂无数据,1268,348,20433,20503,21629,32872,32876,33307,,,,,,,,,,,,,,
白云-黄石-黄边北路151号,时代玫瑰园,2006年,2.00元/平米/月,40342,3438户,1231,366,25974,26979,28205,40081,40427,40342,,,,,,,,,,,,,,
番禺-汉溪长隆-汉溪大道,奥园城市天地,暂无数据,暂无数据,23916,暂无数据,307,328,0,0,0,24042,24006,23916,,,,,,,,,,,,,,
天河-珠江新城中-临江大道59号,天銮,2013年,6.50元/平米/月,93835,暂无数据,902,368,0,0,0,94210,92938,93835,,,,,,,,,,,,,,
南沙-黄阁-焦西路,南沙金茂湾,2016年,3.80元/平米/月,26249,暂无数据,577,28,17705,18331,18634,25149,25998,26249,,,,,,,,,,,,,,
南沙-金洲-海滨路,阳光城丽景湾,2015年,2.00元/平米/月,19011,暂无数据,693,3,9455,9671,10467,18424,18441,19011,,,,,,,,,,,,,,
黄埔-黄埔开发区-普晖大街25号,普晖村,1993年,0.70元/平米/月,19991,2200户,265,31,9739,9648,9810,18613,19192,19991,,,,,,,,,,,,,,
增城-朱村-朱村街花蕾街4号,中国铁建国际花园,2016年,2.20元/平米/月,18310,暂无数据,160,3,13311,14023,14313,17967,18034,18310,,,,,,,,,,,,,,
天河-天河公园-中山大道西158号,东方新世界熹园,2011年,3.00元/平米/月,81012,暂无数据,115,42,65431,64530,65425,80287,80743,81012,,,,,,,,,,,,,,
番禺-亚运城-亚运南路,亚运源筑,2013年,1.30元/平米/月,9586,830户,691,87,9994,7443,7884,9311,9467,9586,,,,,,,,,,,,,,
花都-旧区-新华街道凤凰北路8号,锦尚蓬莱,2013年,2.80元/平米/月,33312,1336户,435,209,20963,21428,22716,32761,33662,33312,,,,,,,,,,,,,,
黄埔-文冲-信华路25号,祥兴花园,2000年,0.50元/平米/月,9525,500户,60,0,5604,5724,5997,9679,9452,9525,,,,,,,,,,,,,,
黄埔-黄埔港-黄埔东路188号,怡港花园,1999年,0.50元/平米/月,39397,2500户,343,142,24092,25353,27780,37564,39139,39397,,,,,,,,,,,,,,
番禺-市桥南-中华大道505号,金沙湾花园,2007年,1.80元/平米/月,22868,1500户,341,33,14910,15417,15561,21948,22485,22868,,,,,,,,,,,,,,
海珠-滨江东-滨江东路37号,海珠半岛花园,暂无数据,2.50元/平米/月,56309,532户,379,148,38271,39627,43573,54821,55330,56309,,,,,,,,,,,,,,
海珠-广州大道南-新港西路144号,双子星城,2004年,1.88元/平米/月,46902,暂无数据,239,258,31895,32750,32430,44338,45894,46902,,,,,,,,,,,,,,
越秀-五羊新城-明月一路11-23号,凯旋会花园,2004年,4.00元/平米/月,71270,1200户,160,33,52368,53655,52287,66666,68650,71270,,,,,,,,,,,,,,
天河-珠江新城东-花城大道742号,金碧华府,2004年,3.50元/平米/月,93517,862户,409,86,59242,63523,65828,93656,93969,93517,,,,,,,,,,,,,,
天河-天河公园-华景路109号,华景新城,2006年,1.50元/平米/月,54266,1100户,456,216,37728,41139,46073,53721,54380,54266,,,,,,,,,,,,,,
增城-荔城富鹏-广汕公路,实地蔷薇国际,2019年,2.80元/平米/月,20026,暂无数据,2584,0,0,0,0,19127,19406,20026,,,,,,,,,,,,,,
花都-花都西-山前旅游大道,碧桂园假日半岛(别墅),2011年,2.00元/平米/月,17923,暂无数据,772,11,0,0,0,17918,17865,17923,,,,,,,,,,,,,,
黄埔-香雪-云埔一路,越秀保利爱特城,2016年,2.80元/平米/月,22674,4705户,1505,13,16119,16336,16182,21594,21994,22674,,,,,,,,,,,,,,
番禺-大石-南大路,敏捷四季花园,2015年,2.20元/平米/月,23335,暂无数据,153,38,17824,18176,18351,22838,24076,23335,,,,,,,,,,,,,,
南沙-黄阁-黄阁大道,万科南方公元,2016年,2.50元/平米/月,19040,2597户,391,28,11800,13009,14103,18190,18646,19040,,,,,,,,,,,,,,
黄埔-科学城-水燕路,萝岗敏捷广场,2016年,2.80元/平米/月,17305,3500户,170,52,12243,12634,12903,15544,17439,17305,,,,,,,,,,,,,,
白云-白云大道-云城东路1998号,蓝天新苑,2010年,1.00元/平米/月,9878,暂无数据,280,7,13166,11488,11295,9609,10277,9878,,,,,,,,,,,,,,
天河-龙口-天河北路622号,瑞安创逸,2012年,4.00元/平米/月,78250,660户,209,129,54043,55629,56509,78807,78637,78250,,,,,,,,,,,,,,
白云-机场路-远景路88号,远景花园,2010年,1.80元/平米/月,11123,暂无数据,379,1,13710,10747,10679,11188,11092,11123,,,,,,,,,,,,,,
花都-新区-龙珠路13号,钻石花苑,2004年,0.80元/平米/月,10780,暂无数据,198,3,11191,11021,10974,10348,10871,10780,,,,,,,,,,,,,,
花都-新区-龙珠路35号,云珠花园,2004年,1.50元/平米/月,25303,1027户,316,305,15595,15848,15976,24515,25047,25303,,,,,,,,,,,,,,
番禺-市桥南-沙湾镇市良路9号,番禺奥林匹克花园,2015年,1.50元/平米/月,27907,3150户,499,84,17005,17378,17533,27897,27948,27907,,,,,,,,,,,,,,
海珠-广州大道南-广州大道南1028号,逸景翠园,2002年,1.80元/平米/月,43593,9000户,1137,402,27705,29244,29773,43516,43820,43593,,,,,,,,,,,,,,
增城-朱村-朱村大道中57号,融创御园,2019年,暂无数据,17779,暂无数据,662,0,0,0,0,17701,17741,17779,,,,,,,,,,,,,,
天河-天河智慧城-合景路99号,天河星作,2016年,3.50元/平米/月,40609,暂无数据,1558,6,31915,31989,32357,40021,40165,40609,,,,,,,,,,,,,,
白云-嘉禾望岗-上胜东街,美馨小区,2013年,暂无数据,11349,1220户,420,283,8750,8465,7874,11071,10987,11349,,,,,,,,,,,,,,
天河-珠江新城中-天河花城大道80号,嘉裕公馆,2015年,3.50元/平米/月,96308,800户,658,625,63888,72746,74497,92432,94806,96308,,,,,,,,,,,,,,
白云-机场路-心谊路108号,景泉花园,2000年,1.30元/平米/月,9004,暂无数据,225,0,5770,4820,4790,8935,8644,9004,,,,,,,,,,,,,,
海珠-琶洲-新港东路23号,海珠司法局宿舍,暂无数据,1.50元/平米/月,10469,暂无数据,284,0,7583,10500,10500,9545,10218,10469,,,,,,,,,,,,,,
番禺-洛溪-沙溪大道381号,珊瑚天峰,2014年,2.80元/平米/月,32503,866户,611,81,19882,20311,20528,32548,32563,32503,,,,,,,,,,,,,,
白云-江高-广花路,嘉汇城,2013年,2.15元/平米/月,16544,564户,515,24,10536,11287,11682,15922,15851,16544,,,,,,,,,,,,,,
番禺-汉溪长隆-兴业大道西989号,诺德名都,2013年,3.00元/平米/月,34280,640户,724,195,20913,21564,21897,33769,33782,34280,,,,,,,,,,,,,,
南沙-明珠湾-漾滨路,南沙珠江湾,2015年,2.20元/平米/月,20158,4100户,431,52,13043,14741,15299,19561,20045,20158,,,,,,,,,,,,,,
番禺-市桥-东环路487号,侨基花园,1998年,2.10元/平米/月,23164,暂无数据,395,137,11761,12219,12504,22891,22879,23164,,,,,,,,,,,,,,
番禺-洛溪-如意路,广州奥林匹克花园,2011年,1.50元/平米/月,36894,456户,1127,305,22668,23318,23630,36745,36443,36894,,,,,,,,,,,,,,
荔湾-芳村-悦成路1-15号,合兴苑,1997年,0.60元/平米/月,28383,暂无数据,663,205,17206,17590,17803,27952,28307,28383,,,,,,,,,,,,,,
天河-东圃-中山大道,中兴花园,2001年,1.20元/平米/月,38255,395户,274,104,24682,25925,26646,36098,36590,38255,,,,,,,,,,,,,,
南沙-金洲-海滨路,越秀滨海悦城,2016年,2.80元/平米/月,24031,暂无数据,535,95,13648,14485,14636,23320,23552,24031,,,,,,,,,,,,,,
白云-同和-蟾蜍石北路37号,时代花生,2014年,2.80元/平米/月,42810,872户,171,68,29250,30268,30192,42575,42571,42810,,,,,,,,,,,,,,
番禺-大石-南大公路263号,中环品悦,2013年,2.20元/平米/月,31230,604户,444,85,20871,22520,21161,30100,30440,31230,,,,,,,,,,,,,,
花都-新区-观明路8号,祈福都会,2011年,1.96元/平米/月,15649,暂无数据,310,20,8505,8653,8786,15096,15695,15649,,,,,,,,,,,,,,
花都-狮岭-芙滨路,万科兰乔圣菲(别墅),2013年,3.00元/平米/月,17205,320户,67,1,9052,12572,12477,21985,20681,17205,,,,,,,,,,,,,,
番禺-星河湾-迎宾大道,广地花园,1997年,1.00元/平米/月,26659,1480户,610,169,14853,14806,24000,26744,26551,26659,,,,,,,,,,,,,,
海珠-赤岗-聚德西路,坚真花园,2007年,1.20元/平米/月,45401,398户,153,50,28435,28760,29000,44208,46264,45401,,,,,,,,,,,,,,
海珠-赤岗-赤岗东路,怡雅居,1998年,0.40元/平米/月,29680,暂无数据,162,45,18599,19242,19020,29211,30711,29680,,,,,,,,,,,,,,
海珠-滨江东-新港西路235号,愉景雅苑,1998年,1.00元/平米/月,52355,1540户,240,152,33519,36998,38395,52230,52335,52355,,,,,,,,,,,,,,
海珠-南洲-海珠东晓南路与盈丰路交汇处,英豪花园,2010年,1.30元/平米/月,44328,暂无数据,925,294,22000,22000,22000,42946,43161,44328,,,,,,,,,,,,,,
越秀-西门口-东风西路148号,嘉和苑,1999年,2.20元/平米/月,55992,460户,239,53,38074,40789,41541,55082,54467,55992,,,,,,,,,,,,,,
天河-长湴-美景街18号,乐意居花苑,2001年,0.75元/平米/月,35679,暂无数据,783,307,21990,22797,23382,34456,34808,35679,,,,,,,,,,,,,,
白云-嘉禾望岗-白云大道北,万科云山,2008年,1.95元/平米/月,35383,1300户,161,34,26811,25861,26277,35294,34930,35383,,,,,,,,,,,,,,
南沙-金洲-创景街3号,中大城,2013年,2.60元/平米/月,22035,暂无数据,215,184,14293,14737,14793,21537,21403,22035,,,,,,,,,,,,,,
南沙-金洲-金岭北路南段8号,南沙心意华庭,2015年,1.98元/平米/月,16751,676户,173,3,10042,10463,10663,16184,16302,16751,,,,,,,,,,,,,,
番禺-市桥-迎宾路730号,天安菁华公寓,2010年,2.50元/平米/月,10678,暂无数据,353,35,8572,8183,9083,9973,11463,10678,,,,,,,,,,,,,,
荔湾-陈家祠-带河路78-110号,万科金域华府,2011年,2.80元/平米/月,73098,478户,36,42,47759,46015,45134,66426,68287,73098,,,,,,,,,,,,,,
增城-荔城中区-府佑路294号,锦绣御景国际,2016年,1.50元/平米/月,21015,3300户,1166,104,12098,12623,13231,20215,20699,21015,,,,,,,,,,,,,,
海珠-海珠湿地公园-仁义街1号,官洲南苑,2008年,0.80元/平米/月,24390,暂无数据,55,2,17078,17286,17790,27892,25215,24390,,,,,,,,,,,,,,
海珠-工业大道北-洪德路,厚德街小区,暂无数据,暂无数据,10581,1200户,188,19,9534,8930,8377,9347,10531,10581,,,,,,,,,,,,,,
番禺-南村-谷围路,谷围新邨,2003年,0.50元/平米/月,13227,暂无数据,294,6,9255,8274,8074,13033,13352,13227,,,,,,,,,,,,,,
白云-京溪-梅岗路,白云畔山花园,2003年,1.00元/平米/月,33338,1000户,138,48,23445,24238,24189,33847,33640,33338,,,,,,,,,,,,,,
花都-旧区-金华路10号,翠华花园,2006年,0.80元/平米/月,17209,767户,202,35,9000,9000,9000,17173,17258,17209,,,,,,,,,,,,,,
天河-东圃-中山大道前进1号,羊城花园,1999年,1.00元/平米/月,37581,1636户,453,118,24216,25775,25901,35961,36974,37581,,,,,,,,,,,,,,
南沙-南沙湾-进港大道,南沙湾御苑,暂无数据,暂无数据,24022,暂无数据,626,0,0,0,0,23069,23646,24022,,,,,,,,,,,,,,
番禺-广州雅居乐-兴南大道,广州雅居乐花园上善若水,2005年,暂无数据,40902,暂无数据,222,31,0,0,0,41241,41004,40902,,,,,,,,,,,,,,
花都-新区-紫薇路,锦东花园,2014年,1.80元/平米/月,30150,暂无数据,632,299,0,0,0,29665,29955,30150,,,,,,,,,,,,,,
南沙-明珠湾-海港大道,碧桂园海湾1号,2017年,2.00元/平米/月,24255,暂无数据,144,0,16984,17071,17645,23931,23860,24255,,,,,,,,,,,,,,
黄埔-长岭居-新业路,万科里享家,2016年,0.30元/平米/月,20000,暂无数据,354,8,13552,14497,15155,19806,19953,20000,,,,,,,,,,,,,,
