3200元/月 付3押1, 3室2厅2卫,140平方米 朝南 低层(共29层),精装修,普通住宅,丽日玫瑰名城 (禅城 绿景)
2200元/月 付3押1, 2室2厅2卫,72平方米 朝南 中层(共18层),精装修,普通住宅,汇银W新港湾 (禅城 南庄)
1900元/月 付1押2, 2室2厅1卫,70平方米 南北 高层(共16层),精装修,普通住宅,丽日家园 (禅城 张槎)
1500元/月 付1押2, 1室1厅1卫,42平方米 朝北 中层(共30层),豪华装修,普通住宅,三联盛南新都 (禅城 石湾)
1650元/月 付1押2, 1室0厅1卫,38平方米 朝北 高层(共31层),豪华装修,公寓,星星华园国际花园 (禅城 季华园)
2200元/月 面议, 2室2厅2卫,72平方米 朝南 中层(共18层),简单装修,普通住宅,汇银W新港湾 (禅城 南庄)
1200元/月 付1押2, 2室1厅1卫,60平方米 东西 中层(共7层),简单装修,普通住宅,垂虹小区 (禅城 同济)
6000元/月 面议, 4室2厅2卫,153平方米 南北 高层(共17层),毛坯,公寓,龙光天湖郦都 (禅城 湖景)
3000元/月 付3押1, 2室2厅1卫,88平方米 南北 低层(共39层),精装修,普通住宅,泷景花园 (禅城 魁奇)
2900元/月 付1押2, 3室2厅2卫,89平方米 朝南 中层(共33层),豪华装修,普通住宅,星星凯旋国际花园 (禅城 季华六路)
2300元/月 付1押2, 3室2厅1卫,95平方米 朝南 高层(共10层),精装修,普通住宅,侨都花园 (禅城 季华园)
1550元/月 付3押1, 1室1厅1卫,42平方米 东南 中层(共29层),毛坯,普通住宅,凯德城脉 (禅城 绿景)
1300元/月 付1押2, 1室1厅1卫,60平方米 西南 共4层,简单装修,普通住宅,环湖花园 (禅城 湖景)
2300元/月 付1押2, 2室2厅1卫,66平方米 朝南 中层(共16层),精装修,普通住宅,九鼎国际城 (禅城 季华六路)
1600元/月 付1押2, 2室2厅1卫,81平方米 南北 高层(共8层),精装修,普通住宅,玫瑰园 (禅城 季华园)
2300元/月 付1押2, 2室2厅1卫,84平方米 西北 低层(共30层),精装修,普通住宅,阳光嘉苑 (禅城 绿景)
1300元/月 付1押2, 1室0厅1卫,36平方米 朝西 中层(共30层),精装修,公寓,万通国际 (禅城 魁奇)
2800元/月 付1押2, 3室2厅1卫,90平方米 朝南 高层(共18层),精装修,普通住宅,星晖盛汇园 (禅城 张槎)
1500元/月 付1押2, 3室2厅1卫,80平方米 朝南 低层(共8层),简单装修,普通住宅,白燕一街小区 (禅城 祖庙)
2000元/月 付1押2, 2室2厅1卫,80平方米 东南 低层(共24层),精装修,普通住宅,惠景城 (禅城 绿景)
1100元/月 付1押2, 1室1厅1卫,40平方米 南北 中层(共24层),毛坯,公寓,慧港国际 (禅城 东平新城)
1500元/月 付2押1, 1室0厅1卫,39平方米 朝南 低层(共31层),精装修,普通住宅,长信东海银湾 (禅城 朝安)
1500元/月 付1押2, 1室1厅1卫,38平方米 朝南 高层(共33层),精装修,公寓,九鼎国际公寓 (禅城 季华六路)
2300元/月 付1押2, 3室2厅2卫,88平方米 朝南 低层(共28层),精装修,普通住宅,万科城 (禅城 南庄)
2700元/月 付1押2, 2室2厅1卫,98平方米 朝南 高层(共18层),精装修,普通住宅,鸿翔商住区 (禅城 湖景)
2800元/月 付1押2, 4室2厅3卫,130平方米 朝东 高层(共8层),精装修,普通住宅,金桂园 (禅城 季华园)
1400元/月 付2押1, 1室0厅1卫,40平方米 朝南 中层(共30层),豪华装修,普通住宅,万通国际 (禅城 魁奇)
1500元/月 付1押2, 1室1厅1卫,38平方米 朝西 中层(共31层),精装修,普通住宅,保利天玺 (禅城 湖景)
1700元/月 付1押2, 1室1厅1卫,45平方米 朝东 高层(共26层),精装修,公寓,天御盈品 (禅城 绿景)
2500元/月 付3押1, 3室2厅3卫,90平方米 东南 共5层,精装修,普通住宅,汇银W新港湾 (禅城 南庄)
3000元/月 付2押1, 3室2厅1卫,100平方米 朝南 低层(共6层),精装修,普通住宅,碧桂园城市花园南区 (禅城 东平新城)
2100元/月 付1押2, 2室2厅1卫,81平方米 东南 中层(共32层),毛坯,普通住宅,普君新城东苑 (禅城 普君)
2500元/月 付1押2, 3室2厅1卫,89平方米 南北 中层(共30层),精装修,普通住宅,龙光水悦龙湾 (禅城 南庄)
2700元/月 付1押2, 3室2厅1卫,90平方米 南北 中层(共32层),精装修,普通住宅,龙光天湖华府 (禅城 湖景)
1650元/月 付1押2, 1室1厅1卫,52平方米 东南 中层(共26层),精装修,普通住宅,天御盈品 (禅城 绿景)
1850元/月 付1押2, 1室1厅1卫,50平方米 朝东 高层(共29层),精装修,普通住宅,天御盈品 (禅城 绿景)
2300元/月 付1押2, 2室2厅1卫,96平方米 朝南 低层(共17层),简单装修,普通住宅,东方广场 (禅城 高基)
3200元/月 付1押2, 3室2厅2卫,89平方米 朝南 中层(共27层),精装修,普通住宅,普君新城华府 (禅城 普君)
4200元/月 付2押1, 3室2厅2卫,89平方米 朝南 低层(共30层),精装修,普通住宅,星星华园国际花园 (禅城 季华园)
3000元/月 付1押2, 3室2厅2卫,93平方米 朝南 高层(共12层),精装修,普通住宅,意境星语花园 (禅城 五峰)
3000元/月 付1押2, 3室2厅2卫,93平方米 朝南 低层(共31层),其他,酒店公寓,佛山万科广场 (禅城 同济)
2500元/月 面议, 2室2厅1卫,90平方米 朝南 高层(共12层),精装修,普通住宅,永新湖景苑 (禅城 湖景)
2600元/月 付1押2, 3室2厅1卫,83平方米 朝北 低层(共17层),简单装修,普通住宅,东海国际 (禅城 汾江北)
1200元/月 付1押2, 1室1厅1卫,45平方米 朝南 中层(共24层),简单装修,普通住宅,慧港国际 (禅城 东平新城)
1100元/月 付1押2, 1室1厅1卫,38平方米 朝南 中层(共30层),精装修,普通住宅,购物中心小区 (禅城 季华园)
1499元/月 付3押1, 1室0厅1卫,42平方米 朝南 高层(共31层),精装修,普通住宅,保利天玺 (禅城 湖景)
2200元/月 付1押2, 2室2厅1卫,80平方米 朝南 中层(共8层),简单装修,普通住宅,丽日豪庭 (禅城 绿景)
600元/月 付1押1, 1室1厅1卫,40平方米 朝东 中层(共6层),精装修,公寓,惠景城 (禅城 绿景)
2200元/月 付1押2, 2室2厅1卫,95平方米 南北 低层(共17层),精装修,普通住宅,东方广场钻石城 (禅城 高基)
3300元/月 付3押1, 3室2厅1卫,103平方米 朝南 高层(共30层),精装修,普通住宅,佛山万科广场 (禅城 同济)
2100元/月 付1押2, 2室2厅1卫,82平方米 朝东 高层(共28层),简单装修,普通住宅,万科城 (禅城 南庄)
2500元/月 付1押2, 3室2厅2卫,86平方米 朝南 中层(共22层),精装修,普通住宅,恒福新城 (禅城 季华六路)
500元/月 付1押1, 1室0厅1卫,28平方米 朝东 中层(共6层),精装修,公寓,季华花园六期 (禅城 绿景)
2400元/月 付1押2, 3室2厅2卫,118平方米 朝南 中层(共7层),精装修,普通住宅,怡景丽苑 (禅城 东平新城)
600元/月 付1押1, 1室1厅1卫,40平方米 朝东 中层(共6层),精装修,公寓,丽日豪庭 (禅城 绿景)
3000元/月 付1押2, 3室2厅2卫,108平方米 朝南 高层(共17层),精装修,普通住宅,汇银奥林匹克花园 (禅城 湖景)
2800元/月 付1押2, 3室2厅2卫,126平方米 南北 中层(共22层),简单装修,普通住宅,季华新景园 (禅城 季华园)
2100元/月 付1押2, 2室1厅1卫,68平方米 朝北 低层(共19层),精装修,普通住宅,文华北路小区 (禅城 佛平)
2600元/月 付2押1, 2室2厅1卫,72平方米 南北 中层(共30层),精装修,普通住宅,凯德城脉 (禅城 绿景)
3000元/月 付1押2, 3室2厅1卫,90平方米 南北 高层(共41层),精装修,普通住宅,龙光天湖华府 (禅城 湖景)
4800元/月 付1押2, 3室2厅2卫,155平方米 朝南 中层(共28层),简单装修,普通住宅,新都会华庭 (禅城 季华园)
2500元/月 付1押2, 2室2厅1卫,80平方米 朝南 低层(共32层),简单装修,普通住宅,龙光水悦龙湾 (禅城 南庄)
1300元/月 付1押2, 3室2厅1卫,93平方米 朝南 低层(共8层),简单装修,普通住宅,南善街小区 (禅城 祖庙)
1500元/月 付1押2, 2室1厅1卫,70平方米 朝南 中层(共9层),精装修,普通住宅,白燕三街小区 (禅城 祖庙)
500元/月 付1押1, 1室0厅1卫,28平方米 朝东 中层(共6层),精装修,公寓,同济西路小区 (禅城 同济)
2900元/月 付1押2, 3室2厅2卫,89平方米 朝南 中层(共30层),豪华装修,普通住宅,普君新城华府 (禅城 普君)
880元/月 付2押1, 1室1厅1卫,32平方米 朝南 中层(共6层),简单装修,普通住宅,东海湾 (禅城 五峰)
1400元/月 付2押1, 1室1厅1卫,40平方米 朝东 高层(共19层),简单装修,普通住宅,汇博星辰 (禅城 同济)
2000元/月 付1押2, 2室2厅1卫,92平方米 朝南 中层(共39层),精装修,普通住宅,新鸿基泷景 (禅城 魁奇)
3000元/月 付1押2, 2室1厅1卫,100平方米 东南 中层(共26层),精装修,公寓,世博广场 (禅城 魁奇)
2400元/月 付1押2, 2室1厅1卫,91平方米 朝南 中层(共19层),精装修,普通住宅,东方广场 (禅城 高基)
1100元/月 付2押1, 1室1厅1卫,55平方米 朝南 中层(共8层),简单装修,普通住宅,惠景城 (禅城 绿景)
3200元/月 付1押2, 3室2厅2卫,144平方米 朝东 高层(共17层),简单装修,普通住宅,绿茵鸣苑 (禅城 湖景)
3500元/月 付1押2, 3室2厅2卫,90平方米 朝东 中层(共39层),精装修,普通住宅,龙光天湖华府 (禅城 湖景)
2600元/月 付3押1, 2室2厅1卫,79平方米 朝北 中层(共26层),精装修,普通住宅,普君新城华府 (禅城 普君)
400元/月 付1押1, 1室0厅1卫,28平方米 朝东 低层(共6层),精装修,公寓,丽景花园 (禅城 东平新城)
4500元/月 付1押2, 3室2厅2卫,123平方米 朝南 高层(共42层),精装修,普通住宅,岭南天地尚苑 (禅城 普君)
2000元/月 付1押2, 2室2厅1卫,70平方米 朝东 高层(共29层),精装修,普通住宅,科恒岭南水岸 (禅城 汾江北)
2400元/月 付1押2, 2室1厅1卫,64平方米 朝北 低层(共23层),豪华装修,普通住宅,鸿业城市花园 (禅城 湖景)
2500元/月 年付, 3室2厅1卫,90平方米 东北 低层(共32层),精装修,普通住宅,沿海謦庭 (禅城 东平新城)
3000元/月 付1押2, 3室2厅1卫,123平方米 朝北 高层(共29层),精装修,普通住宅,科恒岭南水岸 (禅城 汾江北)
1550元/月 付1押2, 1室1厅1卫,45平方米 朝南 中层(共30层),精装修,公寓,越秀可逸新势力 (禅城 佛平)
2400元/月 付1押2, 2室2厅1卫,88平方米 朝南 高层(共26层),精装修,普通住宅,鸿业城市花园 (禅城 湖景)
1500元/月 付1押2, 2室2厅1卫,70平方米 南北 高层(共8层),精装修,普通住宅,轻工北小区 (禅城 张槎)
1700元/月 付1押2, 2室1厅1卫,85平方米 朝东 低层(共7层),简单装修,普通住宅,绿景华庭 (禅城 季华园)
3100元/月 付1押2, 3室2厅1卫,93平方米 朝南 高层(共16层),精装修,普通住宅,珠江罗马新都 (禅城 张槎)
2100元/月 面议, 3室1厅1卫,98平方米 南北 中层(共8层),精装修,普通住宅,惠景城 (禅城 绿景)
2000元/月 付1押2, 2室1厅1卫,80平方米 朝南 高层(共28层),简单装修,普通住宅,惠景城 (禅城 绿景)
1500元/月 付1押2, 1室1厅1卫,30平方米 东南 高层(共33层),精装修,公寓,滨海御庭 (禅城 东平新城)
1000元/月 付1押2, 1室1厅1卫,38平方米 朝南 中层(共32层),精装修,公寓,绿岛明珠 (禅城 南庄)
2100元/月 付1押2, 1室1厅1卫,58平方米 南北 中层(共33层),精装修,公寓,越秀可逸新势力 (禅城 佛平)
900元/月 付1押2, 1室0厅1卫,40平方米 朝东 高层(共11层),简单装修,普通住宅,福升花园 (禅城 朝安)
2300元/月 付1押2, 2室2厅1卫,78平方米 朝北 高层(共32层),简单装修,酒店公寓,东建普君新城 (禅城 普君)
2700元/月 付1押2, 3室1厅2卫,120平方米 朝南 低层(共29层),简单装修,普通住宅,达磐恒悦园 (禅城 季华六路)
1400元/月 付2押1, 1室1厅1卫,36平方米 朝南 中层(共28层),精装修,公寓,盛南公馆 (禅城 石湾)
1550元/月 付2押1, 1室1厅1卫,45平方米 朝南 高层(共33层),精装修,公寓,越秀可逸新势力 (禅城 佛平)
1300元/月 付3押1, 1室0厅1卫,32平方米 朝南 低层(共32层),毛坯,普通住宅,滨海御庭 (禅城 东平新城)
1600元/月 付1押2, 2室2厅1卫,66平方米 朝南 高层(共29层),精装修,普通住宅,购物中心小区 (禅城 季华园)
2700元/月 付1押2, 2室2厅1卫,100平方米 朝南 低层(共21层),简单装修,普通住宅,季华新景园 (禅城 季华园)
1000元/月 付1押2, 2室1厅1卫,70平方米 朝南 中层(共8层),简单装修,普通住宅,轻工北小区 (禅城 张槎)
2600元/月 付1押2, 3室2厅1卫,85平方米 朝南 低层(共29层),豪华装修,普通住宅,东建普君新城 (禅城 普君)
2600元/月 付1押2, 2室2厅2卫,118平方米 朝南 中层(共22层),精装修,普通住宅,东建世纪广场 (禅城 季华园)
3200元/月 付1押2, 3室2厅2卫,92平方米 南北 高层(共18层),精装修,普通住宅,珠江罗马新都 (禅城 张槎)
3300元/月 付1押2, 3室2厅2卫,89平方米 朝南 低层(共30层),精装修,普通住宅,长信东海银湾 (禅城 朝安)
2300元/月 付1押2, 2室1厅1卫,109平方米 东南 低层(共25层),精装修,普通住宅,河畔明珠 (禅城 高基)
2400元/月 付2押1, 2室2厅1卫,85平方米 东南 高层(共17层),简单装修,普通住宅,东方广场 (禅城 高基)
1800元/月 付1押2, 1室1厅1卫,50平方米 朝南 中层(共21层),精装修,公寓,绿岛明珠 (禅城 南庄)
1999元/月 付1押2, 3室2厅2卫,123平方米 南北 高层(共22层),精装修,普通住宅,利豪花园 (禅城 魁奇)
2600元/月 面议, 3室2厅2卫,91平方米 朝南 高层(共18层),精装修,普通住宅,慧港国际 (禅城 东平新城)
1350元/月 付1押2, 1室1厅1卫,35平方米 朝南 低层(共32层),精装修,公寓,保利天玺 (禅城 湖景)
2500元/月 付3押1, 3室2厅2卫,102平方米 朝南 低层(共9层),精装修,普通住宅,玫瑰园 (禅城 季华园)
2500元/月 付1押2, 3室2厅1卫,90平方米 朝南 低层(共31层),简单装修,普通住宅,依云上城 (禅城 湖景)
1600元/月 付1押2, 2室2厅1卫,95平方米 朝南 高层(共8层),简单装修,普通住宅,筷子大厦 (禅城 高基)
650元/月 付1押1, 1室1厅1卫,40平方米 朝东 中层(共6层),精装修,公寓,时代中心 (禅城 祖庙)
2500元/月 付1押2, 3室2厅2卫,125平方米 朝南 高层(共11层),精装修,普通住宅,海景蓝湾 (禅城 东平新城)
2500元/月 付1押2, 2室2厅1卫,80平方米 南北 低层(共27层),精装修,普通住宅,凯德城脉 (禅城 绿景)
1350元/月 付1押2, 1室1厅1卫,40平方米 朝南 中层(共30层),精装修,公寓,保利天玺(商住楼) (禅城 湖景)
2800元/月 付1押2, 3室2厅2卫,110平方米 朝南 高层(共22层),精装修,普通住宅,恒福新城 (禅城 季华六路)
1700元/月 付1押2, 1室0厅1卫,43平方米 朝南 高层(共33层),精装修,普通住宅,越秀可逸新势力 (禅城 佛平)
1999元/月 付1押2, 1室1厅1卫,70平方米 朝南 高层(共28层),精装修,公寓,盛南公馆 (禅城 石湾)
700元/月 付1押1, 1室1厅1卫,40平方米 东北 中层(共6层),精装修,公寓,财富精英嘉园 (禅城 绿景)
2500元/月 付1押2, 3室2厅2卫,96平方米 朝北 高层(共15层),精装修,普通住宅,恒福新城 (禅城 季华六路)
2200元/月 付1押2, 2室1厅1卫,70平方米 朝东 中层(共13层),精装修,普通住宅,锦隆花园 (禅城 高基)
1550元/月 付1押2, 1室1厅1卫,35平方米 东南 低层(共32层),豪华装修,公寓,保利天玺 (禅城 湖景)
2300元/月 付1押2, 2室2厅1卫,80平方米 朝北 中层(共8层),精装修,普通住宅,绿景轩 (禅城 季华园)
2000元/月 付1押2, 1室1厅1卫,42平方米 朝南 高层(共28层),精装修,公寓,盛南公馆 (禅城 石湾)
2300元/月 付1押2, 2室2厅2卫,85平方米 南北 高层(共7层),精装修,普通住宅,金鱼街小区 (禅城 同济)
3500元/月 付1押2, 3室2厅1卫,98平方米 西南 高层(共33层),精装修,普通住宅,佛山万科广场 (禅城 同济)
550元/月 付1押1, 1室0厅1卫,30平方米 西北 中层(共8层),精装修,公寓,同济西路小区 (禅城 同济)
1300元/月 付1押2, 1室0厅1卫,37平方米 朝南 低层(共17层),精装修,公寓,东海国际(商住楼) (禅城 汾江北)
